bdb,strongs,LemmaGuess
BDB8058,H7510,רִפָּיוֺן
BDB8059,H7498,רָפָה
BDB8060,H7496,רְפָאִים
BDB8061,H7497,רְפָאִים
BDB8062,H7506,רֶ֫פַח
BDB8063,H7509,רְפָיָה
BDB8063,H7510,רְפָיָה
BDB8064,H7511,רָפַס
BDB8064,H7515,רָפַס
BDB8065,H4833,מַרְפֵּשׂ
BDB8066,H7513,רפְסֹדָה
BDB8067,H7322,רָפַף
BDB8068,H7514,רָפַק
BDB8070,H7516,רֶ֫פֶשׁ
BDB8071,H7517,רֶ֫פֶת
BDB8072,H7519,רָצָא
BDB8072,H7521,רָצָא
BDB8073,H7520,רָצַד
BDB8074,H7521,רָצָה
BDB8075,H7522,רָצוֺן
BDB8076,H8656,תִּרְצָה
BDB8077,H7523,רָצַח
BDB8078,H7524,רֶ֫צַח
BDB8079,H7525,רִצְיָא
BDB8080,H7526,רְצִין
BDB8081,H7527,רָצַע
BDB8082,H4836,מַרְצֵעַ
BDB8083,H7528,רָצַף
BDB8084,H7531,ִרצְפָה
BDB8085,H4837,מַרְצֶ֫פֶת
BDB8087,H7531,רִצְפָּה
BDB8087,H7529,רִצְפָּה
BDB8088,H7530,רֶ֫צֶף
BDB8089,H7532,רִצְפָּה
BDB8090,H7533,רָצַץ
BDB8091,H7518,רַץ
BDB8092,H4835,מְרוּצָה
BDB8092,H4794,מְרוּצָה
BDB8093,H7537,רָקֵב
BDB8094,H7538,רָקָב
BDB8095,H7539,רִקָּבוֺן
BDB8096,H7540,רָקַד
BDB8097,H7543,רָקַח
BDB8098,H7544,רֶ֫קַח
BDB8099,H7545,רֹ֫קֵחַ
BDB8100,H7546,רַקָּח
BDB8101,H7548,רקָּחָה
BDB8102,H7547,רִקּוּחַ
BDB8103,H4840,מֶרְקָח
BDB8103,H4026,מֶרְקָח
BDB8104,H4841,מֶרְקָחָה
BDB8105,H4842,מִרְקַ֫חַת
BDB8106,H7551,רָקַם
BDB8107,H7553,רִקְמָה
BDB8108,H7552,רֶ֫קֶם
BDB8109,H7554,רָקַע
BDB8110,H7549,רָקִיעַ
BDB8111,H7555,רִקּוּעַ
BDB8113,H7534,רַק
BDB8113,H7535,רַק
BDB8114,H7550,רָקִיק
BDB8115,H7541,רַקָּה
BDB8116,H7556,רָקַק
BDB8116,H3417,רָקַק
BDB8117,H7536,רֹק
BDB8118,H7542,רַקּוֺן
BDB8119,H7557,רַקַּת
BDB8121,H7558,רִשְׁיוֺן
BDB8122,H7559,רָשַׁם
BDB8124,H7563,רָשָׁע
BDB8125,H7562,רֶ֫שַׁע
BDB8125,H7564,רֶ֫שַׁע
BDB8126,H7561,רָשַׁע
BDB8127,H7564,רִשְׁעָה
BDB8128,H4849,מִרְשַׁ֫עַת
BDB8130,H7565,רֶ֫שֶׁף
BDB8131,H7566,רֶ֫שֶׁף
BDB8132,H7567,רָשַׁשׁ
BDB8133,H7568,רֶ֫שֶׁת
BDB8134,H7570,רָתַח
BDB8135,H7571,רֶ֫תַח
BDB8136,H7573,רָתַם
BDB8137,H7574,רֹ֫תֶם
BDB8138,H7575,רִתְמָה
BDB8139,H7576,רָתַק
BDB8140,H7577,רְתֻקָה
BDB8141,H7569,רַתּוֺק
BDB8141,H7572,רַתּוֺק
BDB8142,H7569,רַתּוּקוֺת
BDB8142,H7572,רַתּוּקוֺת
BDB8144,H7578,רְתֵת
BDB8147,H7603,שְׂאֹר
BDB8149,H7730,שׂוֺבֶךְ
BDB8150,H7639,שְׂבָכָה
BDB8151,H7643,שְׂבָם
BDB8152,H7646,שָׂבֵעַ
BDB8153,H7648,שׂ֫בַע
BDB8154,H7653,שָׂבְעָה
BDB8154,H7654,שָׂבְעָה
BDB8155,H7647,שָׂבָע
BDB8156,H7649,שָׂבֵעַ
BDB8157,H7663,שָׂבַר
BDB8158,H7663,שָׂבַר
BDB8159,H7664,שֵׂ֫בֶר
BDB8160,H7679,שָׂגָא
BDB8161,H7689,שַׂגִּיא
BDB8162,H7682,שָׂגַב
BDB8163,H7687,שְׂגוּב
BDB8164,H4869,מִשְׂגַּב
BDB8165,H4869,מִשְׂגָּב
BDB8166,H7685,שָׂגָה
BDB8167,H7702,שָׂדַד
BDB8168,H7708,שִׂדִּים
BDB8170,H7704,שָׂדַי
BDB8171,H7704,שָׂדֶה
BDB8172,H7716,שֶׂה
BDB8172,H2089,שֶׂה
BDB8173,H7717,שָׂהֵד
BDB8175,H7720,שַׂהֲרוֺן
BDB8176,H7750,שׂוּט
BDB8177,H7846,שֵׂט
BDB8178,H7753,שׂוּךְ
BDB8178,H5526,שׂוּךְ
BDB8179,H4881,מְשֻׂכָֿה
BDB8181,H7754,שׂוֺךְ
BDB8182,H7754,שׂוֺכָה
BDB8183,H7755,שׂוֺכֹה
BDB8184,H7756,שׂוּכָתִים
BDB8185,H7760,שׂוּם
BDB8185,H5493,שׂוּם
BDB8185,H7787,שׂוּם
BDB8186,H3450,יְשִׂימִאֵל
BDB8187,H8667,תְּשׂ֫וּמֶת
BDB8189,H7760,שׂוּמָה
BDB8189,H8040,שׂוּמָה
BDB8189,H8057,שׂוּמָה
BDB8190,H7787,שׂוּר
BDB8190,H4883,שׂוּר
BDB8190,H5493,שׂוּר
BDB8190,H8323,שׂוּר
BDB8191,H7795,שׂוֺרָה
BDB8192,H7797,שׂוּשׂ
BDB8193,H8342,שָׂשׂוֹן
BDB8194,H4885,מָשׂוֺשׂ
BDB8195,H7811,שָׂחָה
BDB8196,H7813,שָׂ֔חוּ
BDB8197,H7818,שָׂחַט
BDB8198,H7624,שָׂחִיף
BDB8199,H7832,שָׂחַק
BDB8200,H7814,שְׂחֹק
BDB8201,H3446,יִשְׂחָק
BDB8202,H4890,מִשְׂחָק
BDB8203,H7847,שָׂטָה
BDB8204,H7852,שָׂטַם
BDB8205,H4895,מַשְׂטֵמָה
BDB8207,H7854,שָׂטָן
BDB8208,H7853,שָׂטַן
BDB8209,H7855,שִׂטְנָה
BDB8210,H7856,שִׂטְנָה
BDB8211,H7867,שִׂיב
BDB8212,H7869,שֵׂיב
BDB8213,H7872,שֵׂיבָה
BDB8215,H7875,שִׂיד
BDB8216,H7874,שִׂיד
BDB8218,H7879,שִׂיחַ
BDB8219,H7881,שִׂיחָה
BDB8220,H7878,שִׂיחַ
BDB8221,H7808,שֵׁךְַ
BDB8223,H7880,שִׂיחַ
BDB8225,H7907,שֶׂכְוִי
BDB8226,H7914,שְׂכִיָּה
BDB8227,H4906,מַשְׂכִּית
BDB8228,H7634,שָֽׂכְיָה
BDB8229,H7915,שַׂכִּין
BDB8230,H7906,שֵׂ֫כוּ
BDB8231,H5526,שָׂכַךְ
BDB8232,H5526,שָׂכַךְ
BDB8232,H7918,שָׂכַךְ
BDB8233,H7900,שׂךְ
BDB8234,H5526,שׂכך
BDB8234,H7753,שׂכך
BDB8235,H4881,מְשֻׂכָּה
BDB8236,H5526,שָׂכַךְ
BDB8237,H7899,שֵׂךְ
BDB8238,H7905,שֻׂכָּה
BDB8239,H7919,שָׂכַל
BDB8240,H7922,שֵׂ֫כֶל
BDB8241,H4905,מַשְׂכִּיל
BDB8242,H7919,שָׂכַל
BDB8243,H5531,שִׂכְלוּת
BDB8244,H7936,שָׂכַר
BDB8245,H7938,שֶׂ֫כֶר
BDB8246,H7939,שָׂכָר
BDB8247,H7940,שָׂכָר
BDB8248,H7916,שָׂכִיר
BDB8248,H7917,שָׂכִיר
BDB8249,H4909,מַשְׂכֹּ֫רֶת
BDB8250,H7958,שְׂלָו
BDB8251,H8012,שַׂלְמוֺן
BDB8251,H8009,שַׂלְמוֺן
BDB8251,H8007,שַׂלְמוֺן
BDB8252,H8014,שַׂלְמַי
BDB8252,H8073,שַׂלְמַי
BDB8253,H5400,שָׂלִק
BDB8254,H8040,שְׂמאֹל
BDB8255,H8041,שִׂמְאֵל
BDB8256,H8042,שְׂמָאלִי
BDB8257,H8055,שָׂמַח
BDB8258,H8056,שָׂמֵחַ
BDB8259,H8057,שִׂמְחָה
BDB8260,H8063,שְׂמִיכָה
BDB8262,H8071,שִׂמְלָה
BDB8263,H8072,שַׂמְלָה
BDB8264,H8008,שַׂלְמָה
BDB8264,H8071,שַׂלְמָה
BDB8264,H8009,שַׂלְמָה
BDB8265,H8014,שׂמלי
BDB8266,H8041,שָׂמַל
BDB8267,H8079,שְׂמָמִית
BDB8269,H4548,מַשְׂמֵר
BDB8270,H8130,שָׂנֵא
BDB8271,H8146,שָׂנִיא
BDB8272,H8135,שִׂנְאָה
BDB8273,H8149,שְׂנִיר
BDB8275,H5587,שְׂעִפִּים
BDB8276,H8312,שַׂרְעַפִּים
BDB8278,H8181,שֵׂעָר
BDB8279,H8185,שַׂעֲרָה
BDB8280,H8175,שָׂעַר
BDB8281,H8178,שַׂ֫עַר
BDB8282,H8163,שָׂעִר
BDB8283,H8163,שָׂעִיר
BDB8284,H8166,שְׂעִירָה
BDB8285,H8167,שְׂעִירָה
BDB8286,H8163,שָׂעִיר
BDB8287,H8184,שְׂעֹרָה
BDB8288,H8188,שְׂעֹרִים
BDB8289,H8165,שֵׂעִיר
BDB8290,H8175,שָׂעַר
BDB8291,H5591,שַׂ֫עַר
BDB8291,H8178,שַׂ֫עַר
BDB8292,H5591,שְׂעָרָה
BDB8292,H8183,שְׂעָרָה
BDB8293,H8175,שָׂעַר
BDB8295,H8164,שְׂעִירִים
BDB8296,H5594,שְׂפֹדְנָה
BDB8298,H8193,שָׂפָה
BDB8299,H8222,שָׂפָם
BDB8300,H5606,שָׂפַק
BDB8301,H5607,שֵׂ֫פֶק
BDB8302,H8244,שָׂקַד
BDB8304,H8242,שַׂק
BDB8305,H8265,שָׂקַר
BDB8306,H8272,שַׂרְאֶ֫צֶר
BDB8307,H8276,שָׂרַג
BDB8308,H8299,שָׂרִיג
BDB8309,H8286,שְׂרוּג
BDB8310,H8277,שָׂרַד
BDB8311,H8300,שָׂרִיד
BDB8312,H8301,שָׂרִיד
BDB8314,H8278,שְׂרָד
BDB8315,H8279,שֶׂ֫רֶד
BDB8316,H8280,שָׂרָה
BDB8316,H7786,שָׂרָה
BDB8316,H7787,שָׂרָה
BDB8316,H7795,שָׂרָה
BDB8317,H3478,יִשְׂרָאֵל
BDB8318,H3481,יִשְׂרְאֵלִי
BDB8318,H3482,יִשְׂרְאֵלִי
BDB8319,H8304,שְׂרָיָה(וּׅ
BDB8319,H7724,שְׂרָיָה(וּׅ
BDB8321,H4951,מִשְׂרָה
BDB8322,H8294,שֶׂ֫רַח
BDB8323,H8295,שָׂרַט
BDB8324,H8296,שֶׂ֫רֶט
BDB8325,H8296,שָׂרֶ֫טֶת
BDB8326,H8303,שִׂרְיֹן
BDB8327,H8308,שָׂרַךְ
BDB8328,H8288,שְׂרוֺךְ
BDB8329,H8310,שַׂרְסְכִים
BDB8330,H8311,שָׂרַע
BDB8331,H8313,שָׂרַף
BDB8331,H5635,שָׂרַף
BDB8332,H8314,שָׂרָף
BDB8333,H8314,שָׂרָף
BDB8334,H8315,שָׂרָף
BDB8335,H8316,שְׂרֵפָה
BDB8336,H4955,מַשְׂרֵפָה
BDB8337,H4956,מִשְׂרְפוֺת מַיִם
BDB8339,H8305,שָׂרִיק
BDB8341,H8320,שָׂרֹק
BDB8342,H8291,שָׂרֹק
BDB8343,H8321,שֹׂרֵק
BDB8344,H7796,שׂשׂרֵק
BDB8345,H8321,שׂרֵקָה
BDB8346,H4957,מַשְׂרֵקָה
BDB8348,H8269,שַׂר
BDB8348,H3256,שַׂר
BDB8349,H7786,שָׂרַר
BDB8349,H8323,שָׂרַר
BDB8349,H3256,שָׂרַר
BDB8349,H8269,שָׂרַר
BDB8350,H8282,שָׂרָה
BDB8351,H8283,שָׂרָה
BDB8352,H8297,שָׂרַי
BDB8353,H5640,שָׂתַם
BDB8354,H8368,שָׂתַר
BDB8356,H0834,שֶׁ
BDB8356,H7945,שֶׁ
BDB8356,H4100,שֶׁ
BDB8357,H7579,שָׁאַב
BDB8358,H4857,מַשְׁאָב
BDB8359,H7580,שָׁאַג
BDB8360,H7581,שְׁאָגָה
BDB8361,H7582,שָׁאָה
BDB8362,H7584,שַׁאֲוָה
BDB8363,H7591,שְׁאִיָּה
BDB8364,H7588,שָׁאוֺן
BDB8364,H7723,שָׁאוֺן
BDB8365,H7612,שֵׁאת
BDB8365,H8531,שֵׁאת
BDB8366,H7583,שָׁאָה
BDB8367,H7592,שָׁאַל
BDB8368,H7594,שְׁאָל
BDB8369,H7586,שָׁאוּל
BDB8370,H7587,שָֽׁאוּלִי
BDB8371,H7585,שְׁאָ֫לָה
BDB8372,H7596,שְׁאֵלָה
BDB8372,H7956,שְׁאֵלָה
BDB8373,H4862,מִשׁאָלָה
BDB8374,H7597,שְׁאַלְתִּיאֵל
BDB8374,H7598,שְׁאַלְתִּיאֵל
BDB8375,H7585,שְׁאוֺל
BDB8376,H7599,שָׁאַן
BDB8377,H7600,שַׁאֲנָן
BDB8378,H7601,שׁאסיך
BDB8378,H8154,שׁאסיך
BDB8378,H8155,שׁאסיך
BDB8379,H7602,שָׁאַף
BDB8380,H7602,שָׁאַף
BDB8381,H7604,שָׁאַר
BDB8381,H7605,שָׁאַר
BDB8382,H7605,שְׁאָר
BDB8383,H7610,שְׁאָר יָשׁוּב
BDB8384,H7611,שְׁאֵרִית
BDB8386,H7607,שְׁאֵר
BDB8386,H7608,שְׁאֵר
BDB8387,H7607,שַׁאֲרָה
BDB8387,H7608,שַׁאֲרָה
BDB8388,H7609,שֶׁאֱרָה
BDB8389,H7614,שְׁבָא
BDB8390,H7615,שְׁבָאִי
BDB8392,H7616,שְׁבָבִים
BDB8394,H7632,שָׁבִיב
BDB8395,H7617,שָׁבָה
BDB8396,H7628,שְׁבִי
BDB8397,H7628,שָׁבִי
BDB8398,H7633,שִׁבְיָה
BDB8399,H7622,שְׁבִית
BDB8400,H7618,שְׁבוֺ
BDB8401,H7629,שֹׁבִי
BDB8402,H7630,שֹׁבָ֑י
BDB8403,H7619,שְׁבוּאֵל
BDB8404,H8664,תִּשְׁבֶּה
BDB8405,H8664,תִּשְׁבִּי
BDB8406,H7623,שָׁבַח
BDB8407,H7623,שָׁבַח
BDB8408,H3431,יִשְׁבַּח
BDB8410,H7626,שֵׁ֫בֶט
BDB8411,H8275,שַׁרְבִֿיט
BDB8412,H7627,שְׁבָט
BDB8414,H7640,שֹׁ֫בֶל
BDB8415,H7641,שִׁבֹּ֫לֶת
BDB8416,H7641,שִׁבֹּ֫לֶת
BDB8417,H7635,שְׁבוּל
BDB8418,H7732,שׁוֺבָל
BDB8420,H7644,שֶׁבְנָא
BDB8421,H7645,שְׁבַנְיָה(וּׅ
BDB8423,H7636,שָׁבִיס
BDB8424,H7651,שֶׁבַע
BDB8425,H7656,שִׁבְעָה
BDB8426,H7657,שִׁבְעִים
BDB8427,H7637,שְׁבִיעִי
BDB8428,H7651,שִׁבְעָ֫נָה
BDB8428,H7658,שִׁבְעָ֫נָה
BDB8429,H7659,שִׁבְעָתַ֫יִם
BDB8430,H7620,שָׁבוּעַ
BDB8431,H7650,שָׁבַע
BDB8432,H7652,שֶׁ֫בַע
BDB8433,H7652,שֶׁבַע
BDB8433,H0884,שֶׁבַע
BDB8434,H7621,שְׁבוּעָה
BDB8435,H7660,שָׁבַץ
BDB8436,H7661,שָׁבָץ
BDB8437,H4865,מִשְׁבְּצ(וֺ)ת
BDB8438,H8665,תַּשְׁבֵּץ
BDB8440,H7733,שׁוֺבֵק
BDB8441,H3435,יִשְׁבָּק
BDB8442,H7665,שָׁבַר
BDB8443,H7667,שֶׁ֫בֶר
BDB8443,H7671,שֶׁ֫בֶר
BDB8444,H7669,שֶׁ֫בֶר
BDB8445,H7665,שָׁבוּר
BDB8446,H7670,שִׁבָּרוֺן
BDB8447,H4866,מַשְׁבֵּר
BDB8448,H4867,מִשְׁבָּר
BDB8448,H7667,מִשְׁבָּר
BDB8449,H7668,שֶׁ֫בֶר
BDB8450,H7666,שָׁבַר
BDB8451,H7673,שָׁבַת
BDB8452,H7674,שֶׁ֫בֶת
BDB8453,H7676,שַׁבָּת
BDB8454,H7673,שָׁבַת
BDB8455,H7677,שַׁבָּתוֺן
BDB8456,H7678,שַׁבְּתַי
BDB8457,H4868,מִשְׁבָּת
BDB8458,H7683,שָׁגַג
BDB8459,H7684,שְׁגָגָה
BDB8460,H7686,שָׁגָה
BDB8460,H7684,שָׁגָה
BDB8461,H7691,שְׁגִיאָה
BDB8462,H4870,מִשְׁגֶּה
BDB8463,H7681,שָׁגֵה
BDB8464,H7688,שָׁגַח
BDB8465,H7692,שִׁגָּיוֺן
BDB8466,H7693,שָׁגֵל
BDB8467,H7694,שֵׁגָל
BDB8468,H7696,שָׁגַע
BDB8469,H7697,שִׁגָּעוֺן
BDB8471,H7698,שֶׁ֫גֶּר
BDB8472,H7700,שֵׁד
BDB8473,H7703,שָׁדַד
BDB8474,H7701,שֹׁד
BDB8474,H7699,שֹׁד
BDB8476,H7699,שַׁד
BDB8477,H7699,שֹׁד
BDB8478,H7707,שְׁדֵיאוּר
BDB8479,H7705,שִׁדָּה
BDB8479,H8282,שִׁדָּה
BDB8480,H7706,שַׁדַּי
BDB8482,H7709,שְׁדֵמָה
BDB8482,H8309,שְׁדֵמָה
BDB8483,H7710,שְׁדַף
BDB8484,H7711,שְׁדֵפָה
BDB8485,H7711,שִׁדָּפוֺן
BDB8486,H7714,שַׁדְרַךְ
BDB8488,H8337,שֵׁשׁ
BDB8489,H8345,שִׁשִּׁי
BDB8489,H8341,שִׁשִּׁי
BDB8490,H8346,שִׁשִּׁים
BDB8491,H8341,שִׁשָּׁה
BDB8491,H8338,שִׁשָּׁה
BDB8492,H7718,שֹׁ֫הַם
BDB8493,H7719,שֹׁ֫הַם
BDB8494,H7724,שְׁוָא
BDB8494,H8304,שְׁוָא
BDB8496,H7723,שָׁוְא
BDB8498,H7722,שׁוֺא
BDB8499,H7722,שׁוֺאָה
BDB8500,H4875,מְשׁוֺאָה
BDB8501,H8663,תְּשֻׁאָה
BDB8501,H7738,תְּשֻׁאָה
BDB8502,H7725,שׁוּב
BDB8503,H7729,שׁוּבָה
BDB8504,H7870,שִׁיבָה
BDB8504,H7622,שִׁיבָה
BDB8504,H7871,שִׁיבָה
BDB8505,H7726,שׁוֺבָב
BDB8505,H7725,שׁוֺבָב
BDB8506,H7727,שׁוֺבָב
BDB8507,H7728,שׁוֺבֵב
BDB8508,H3437,יָשׁוּב
BDB8508,H7610,יָשׁוּב
BDB8509,H3432,יָשֻׁבִי
BDB8510,H3433,יָשֻׁ֫בִי לָ֑חֶם
BDB8511,H3434,יָָֽשָׁבְעָם
BDB8512,H3142,יוּשַׁב חֶ֖סֶד
BDB8513,H4878,מְשׁוּבָה
BDB8514,H4877,מְשׁוֺבָב
BDB8515,H8666,תְּשׁוּבָה
BDB8516,H7731,שׁוֺבַךְ
BDB8516,H7780,שׁוֺבַךְ
BDB8518,H4879,מְשׁוּגָה
BDB8519,H7737,שָׁוָה
BDB8520,H7741,שָׁוֵה
BDB8520,H7156,שָׁוֵה
BDB8521,H7740,שָׁוֵה
BDB8522,H3438,יִשְׁוָה
BDB8523,H3440,יִשְׁוִי
BDB8524,H3441,יִשְׁוִי
BDB8525,H7737,שָׁוָה
BDB8526,H7743,שׁוּחַ
BDB8526,H8371,שׁוּחַ
BDB8526,H7817,שׁוּחַ
BDB8527,H7745,שׁוּחָה
BDB8528,H7882,שִׁיחָה
BDB8529,H7845,שַׁ֫חַת
BDB8530,H7744,שׁוּחַ
BDB8531,H7746,שׁוּחָה
BDB8532,H7747,שׁוּחִי
BDB8533,H7748,שׁוּחָם
BDB8534,H7749,שׁוּחָמִי
BDB8535,H7751,שׁוּט
BDB8536,H7752,שׁוֺט
BDB8536,H7885,שׁוֺט
BDB8537,H7850,שֹׁטֵט
BDB8538,H7885,שַׁ֫יִט
BDB8538,H7752,שַׁ֫יִט
BDB8539,H4880,מָשׁוֺט
BDB8540,H4880,מָשׁוֺט
BDB8541,H7590,שׁוּט
BDB8542,H7589,שְׁאָט
BDB8544,H7757,שׁוּל
BDB8545,H7759,שׁוּלַמִּית
BDB8546,H7762,שׁוּם
BDB8547,H7764,שׁוּנִי
BDB8547,H7765,שׁוּנִי
BDB8548,H7766,שׁוּנֵם
BDB8549,H7767,שׁוּנַמִּית
BDB8550,H7768,שָׁוַע
BDB8551,H7769,שׁוּעַ
BDB8551,H7773,שׁוּעַ
BDB8552,H7771,שׁוֺעַ
BDB8553,H7775,שַׁוְעָה
BDB8554,H7772,שׁוֺעַ
BDB8555,H7779,שׁוּף
BDB8557,H7785,שׁוֺק
BDB8558,H7784,שׁוּק
BDB8559,H7783,שׁוּק
BDB8561,H8669,תְּשׁוּקָה
BDB8562,H7788,שׁוּר
BDB8563,H8670,תְּשׁוּרָה
BDB8564,H7789,שׁוּר
BDB8565,H7790,שׁוּר
BDB8566,H8324,שׁוֺרֵר
BDB8568,H7794,שׁוֺר
BDB8569,H7791,שׁוּר
BDB8569,H8284,שׁוּר
BDB8570,H7793,שׁוּר
BDB8571,H7791,שׁוּרָה
BDB8572,H7799,שׁוּשַׁן
BDB8572,H7802,שׁוּשַׁן
BDB8573,H7800,שׁוּשַׁן
BDB8574,H7895,שׁוּשַׁק
BDB8575,H7803,שׁוּתֶ֫לַח
BDB8576,H8364,שֻׁתַלְחִי
BDB8577,H7805,שָׁזַף
BDB8578,H7806,שָׁזַר
BDB8579,H7809,שָׁחַד
BDB8580,H7810,שֹׁ֫חַד
BDB8581,H7812,שָׁחָה
BDB8582,H7816,שְׁחוּת
BDB8583,H7825,שְׁחִית
BDB8584,H7817,שָׁחַח
BDB8585,H7807,שַׁח
BDB8586,H3439,יְשׁוֺחָיָה
BDB8587,H7819,שָׁחַט
BDB8587,H7820,שָׁחַט
BDB8588,H7821,שְׁחִיטָה
BDB8589,H7819,שְׁחֲטָה
BDB8591,H7826,שַׁ֫חַל
BDB8592,H7827,שְׁחֵ֫לֶת
BDB8594,H7822,שְׁחִין
BDB8596,H7828,שַׁ֫חַף
BDB8597,H7829,שַׁחֶ֫פֶת
BDB8599,H7830,שַׁ֫חַץ
BDB8600,H7831,שׁחצומה
BDB8601,H7833,שָׁחַק
BDB8602,H7834,שַׁ֫חַק
BDB8603,H7835,שָׁחַר
BDB8604,H7815,שְׁחוֺר
BDB8605,H7838,שָׁחֹר
BDB8606,H7839,שַׁחֲרוּת
BDB8607,H7840,שְׁחַרְחֹר
BDB8608,H0806,אַשְׁחוּר
BDB8610,H7837,שַׁ֫חַר
BDB8610,H7809,שַׁ֫חַר
BDB8611,H7836,שָׁחר
BDB8612,H4891,מִשְׁחָר
BDB8613,H7841,שְׁחַרְיָה
BDB8614,H7842,שַׁחֲרַ֫יִם
BDB8615,H7843,שָׁחַת
BDB8615,H6013,שָׁחַת
BDB8615,H7743,שָׁחַת
BDB8615,H7845,שָׁחַת
BDB8615,H1870,שָׁחַת
BDB8615,H0516,שָׁחַת
BDB8616,H4889,מַשְׁחִית
BDB8617,H4892,מַשְׁחֵת
BDB8618,H4893,מִשְׁחַת
BDB8619,H4893,מָשְׁחָת
BDB8620,H7848,שִׁטָּה
BDB8621,H7851,שִׁטִּים
BDB8621,H0063,שִׁטִּים
BDB8622,H7849,שָׁטַח
BDB8623,H4894,מִשְׁטָח
BDB8624,H4894,מִשְׁטוֺחַ
BDB8625,H7857,שָׁטַף
BDB8626,H7858,שֶׁ֫טֶף
BDB8626,H8241,שֶׁ֫טֶף
BDB8628,H7860,שֹׁטֵר
BDB8629,H7861,שִׁטְרַי
BDB8630,H4896,מִשְׁטָר
BDB8631,H7862,שַׁי
BDB8632,H7866,שִׁיאוֺן
BDB8633,H7876,שָׁיָה
BDB8634,H7877,שִׁיזָא
BDB8635,H7883,שִׁיחוֺר
BDB8635,H7835,שִׁיחוֺר
BDB8636,H7884,שִׁיחוֺר לִבְנַת
BDB8637,H7886,שִׁילֹה
BDB8638,H7889,שִׁימוֺן
BDB8640,H7890,שַׁ֫יִן
BDB8641,H8366,שָׁתַן
BDB8643,H7892,שִׁיר
BDB8644,H7892,שִׁירָה
BDB8645,H7891,שִׁיר
BDB8646,H7893,שַׁ֫יִשׁ
BDB8647,H8336,שֵׁשׁ
BDB8647,H8337,שֵׁשׁ
BDB8648,H7894,שִׁישָׁא
BDB8649,H7895,שִׁישַׁק
BDB8650,H7896,שִׁית
BDB8651,H7897,שִׁית
BDB8652,H8352,שֵׁת
BDB8652,H7896,שֵׁת
BDB8652,H8357,שֵׁת
BDB8653,H8356,שָׁת
BDB8654,H7898,שַׁ֫יִת
BDB8655,H7901,שָׁכַב
BDB8656,H7902,שְׁכָבָה
BDB8657,H7903,שְׁכֹ֫בֶת
BDB8658,H4904,מִשְׁכָּב
BDB8659,H7904,שָׁכָה
BDB8660,H7911,שָׁכַח
BDB8661,H7913,שָׁכֵחַ
BDB8662,H7918,שָׁכַךְ
BDB8663,H7921,שָׁכֹל
BDB8664,H7908,שְׁכוֺל
BDB8665,H7909,שָׁבוּל
BDB8666,H7909,שַׁכּוּל
BDB8667,H7923,שִׁכֻּלִים
BDB8668,H7921,מְשַׁכֶּ֫לֶת
BDB8670,H7926,שְׁכֶם
BDB8670,H7929,שְׁכֶם
BDB8670,H7927,שְׁכֶם
BDB8671,H7927,שְׁכֶם
BDB8672,H7928,שֶׁ֫כֶם
BDB8673,H7939,שִׁכְּ מִי
BDB8674,H7925,שָׁכַם
BDB8674,H7901,שָׁכַם
BDB8675,H7931,שָׁכַן
BDB8675,H7933,שָׁכַן
BDB8676,H7933,שֵׁ֫כֶן
BDB8676,H7931,שֵׁ֫כֶן
BDB8677,H7934,שָׁכֵן
BDB8678,H4908,מִשְׁכָּן
BDB8679,H7935,שְׁכַנְיָ֫ה(וּׅ
BDB8680,H7937,שָׁכַר
BDB8681,H7941,שֵׁכָר
BDB8682,H7910,שִׁכֹּר
BDB8683,H7943,שִׁכָּרוֺן
BDB8684,H7942,שִׁכְּרוֺן
BDB8686,H0814,אֶשְׁכָּר
BDB8687,H7944,שַׁל
BDB8688,H7945,שֶׁל
BDB8689,H7946,שַׁלְאֲנָן
BDB8690,H7947,שָׁלַב
BDB8691,H7948,שְׁלַבִּים
BDB8693,H7950,שֶׁלֶ֫ג
BDB8694,H7949,שָׁלַג
BDB8695,H7951,שָׁלָה
BDB8695,H7952,שָׁלָה
BDB8695,H7953,שָׁלָה
BDB8696,H7959,שָׁ֫לוּ
BDB8696,H7962,שָׁ֫לוּ
BDB8697,H7987,שְׁלִי
BDB8698,H7961,שָׁלֵו
BDB8699,H7962,שַׁלְוָה
BDB8699,H7959,שַׁלְוָה
BDB8700,H7956,שֵׁלָה
BDB8701,H8024,שֵׁלָנִי
BDB8701,H7888,שֵׁלָנִי
BDB8701,H8023,שֵׁלָנִי
BDB8702,H7952,שָׁלָה
BDB8702,H7953,שָׁלָה
BDB8703,H7988,שִׁלְיָה
BDB8704,H7887,שִׁלוֺ
BDB8705,H7888,שִׁילֹנִי
BDB8705,H8023,שִׁילֹנִי
BDB8705,H7956,שִׁילֹנִי
BDB8706,H7971,שָׁלַח
BDB8707,H7973,שֶׁ֫לַח
BDB8708,H7974,שֶׁ֫לַח
BDB8709,H7975,שֶׁ֫לַח
BDB8710,H7977,שִׁלְחִי
BDB8711,H7978,שִׁלְחִים
BDB8712,H7975,שִׁלֹחַ
BDB8713,H7964,שִׁלּוּחִים
BDB8714,H7976,שְׁלוּחָה
BDB8715,H4916,מִשְׁלַח
BDB8716,H4916,מִשְׁלוֺחַ
BDB8717,H4917,מִשְׁלַ֫חַת
BDB8719,H7979,שֻׁלְחָן
BDB8720,H7980,שָׁלַט
